"date","QUANTITY"
2014-03-17,179
2014-03-18,168
2014-03-19,138
2014-03-20,127
2014-03-21,62
2014-03-22,230
2014-03-23,395
2014-03-24,182
2014-03-25,213
2014-03-26,143
2014-03-27,192
2014-03-28,153
2014-03-29,283
2014-03-30,366
2014-03-31,143
2014-04-01,158
2014-04-02,157
2014-04-03,164
2014-04-04,59
2014-04-05,244
2014-04-06,382
2014-04-07,232
2014-04-08,182
2014-04-09,256
2014-04-10,204
2014-04-11,159
2014-04-12,257
2014-04-13,457
2014-04-14,268
2014-04-15,324
2014-04-16,377
2014-04-17,210
2014-04-18,71
2014-04-19,264
2014-04-20,0
2014-04-21,251
2014-04-22,246
2014-04-23,213
2014-04-24,186
2014-04-25,197
2014-04-26,301
2014-04-27,266
2014-04-28,172
2014-04-29,145
2014-04-30,166
2014-05-01,170
2014-05-02,130
2014-05-03,337
2014-05-04,638
2014-05-05,270
2014-05-06,234
2014-05-07,201
2014-05-08,175
2014-05-09,61
2014-05-10,429
2014-05-11,278
2014-05-12,173
2014-05-13,153
2014-05-14,186
2014-05-15,202
2014-05-16,59
2014-05-17,580
2014-05-18,659
2014-05-19,330
2014-05-20,326
2014-05-21,355
2014-05-22,393
2014-05-23,56
2014-05-24,280
2014-05-25,275
2014-05-26,947
2014-05-27,1472
2014-05-28,1784
2014-05-29,1445
2014-05-30,1063
2014-05-31,1501
2014-06-01,846
2014-06-02,1712
2014-06-03,1787
2014-06-04,1803
2014-06-05,1917
2014-06-06,1544
2014-06-07,1414
2014-06-08,790
2014-06-09,1450
2014-06-10,1468
2014-06-11,1198
2014-06-12,1154
2014-06-13,870
2014-06-14,1048
2014-06-15,519
2014-06-16,1305
2014-06-17,947
2014-06-18,863
2014-06-19,1225
2014-06-20,1105
2014-06-21,1356
2014-06-22,723
2014-06-23,1333
2014-06-24,1276
2014-06-25,1334
2014-06-26,1476
2014-06-27,962
2014-06-28,1423
2014-06-29,729
2014-06-30,1459
2014-07-01,1184
2014-07-02,1143
2014-07-03,1268
2014-07-04,659
2014-07-05,1295
2014-07-06,722
2014-07-07,1205
2014-07-08,1108
2014-07-09,1149
2014-07-10,1080
2014-07-11,1041
2014-07-12,1190
2014-07-13,435
2014-07-14,1012
2014-07-15,579
2014-07-16,880
2014-07-17,986
2014-07-18,916
2014-07-19,1014
2014-07-20,732
2014-07-21,1048
2014-07-22,1183
2014-07-23,1053
2014-07-24,1128
2014-07-25,973
2014-07-26,1425
2014-07-27,406
2014-07-28,710
2014-07-29,592
2014-07-30,880
2014-07-31,738
2014-08-01,508
2014-08-02,305
2014-08-03,360
2014-08-04,469
2014-08-05,873
2014-08-06,898
2014-08-07,465
2014-08-08,648
2014-08-09,569
2014-08-10,483
2014-08-11,228
2014-08-12,245
2014-08-13,119
2014-08-14,143
2014-08-15,47
2014-08-16,392
2014-08-17,529
2014-08-18,158
2014-08-19,183
2014-08-20,142
2014-08-21,196
2014-08-22,62
2014-08-23,391
2014-08-24,484
2014-08-25,151
2014-08-26,161
2014-08-27,112
2014-08-28,127
2014-08-29,53
2014-08-30,223
2014-08-31,465
2014-09-01,178
2014-09-02,158
2014-09-03,139
2014-09-04,111
2014-09-05,55
2014-09-06,277
2014-09-07,288
2014-09-08,128
2014-09-09,151
2014-09-10,139
2014-09-11,133
2014-09-12,68
2014-09-13,137
2014-09-14,243
2014-09-15,112
2014-09-16,113
2014-09-17,124
2014-09-18,123
2014-09-19,67
2014-09-20,224
2014-09-21,223
2014-09-22,90
2014-09-23,159
2014-09-24,136
2014-09-25,111
2014-09-26,68
2014-09-27,179
2014-09-28,212
2014-09-29,104
2014-09-30,106
2014-10-01,120
2014-10-02,98
2014-10-03,56
2014-10-04,170
2014-10-05,184
2014-10-06,113
2014-10-07,92
2014-10-08,94
2014-10-09,79
2014-10-10,48
2014-10-11,122
2014-10-12,142
2014-10-13,143
2014-10-14,93
2014-10-15,98
2014-10-16,114
2014-10-17,68
2014-10-18,128
2014-10-19,144
2014-10-20,90
2014-10-21,127
2014-10-22,107
2014-10-23,78
2014-10-24,49
2014-10-25,143
2014-10-26,143
2014-10-27,94
2014-10-28,86
2014-10-29,88
2014-10-30,72
2014-10-31,49
2014-11-01,163
2014-11-02,102
2014-11-03,91
2014-11-04,69
2014-11-05,70
2014-11-06,74
2014-11-07,40
2014-11-08,95
2014-11-09,96
2014-11-10,107
2014-11-11,109
2014-11-12,97
2014-11-13,97
2014-11-14,59
2014-11-15,134
2014-11-16,152
2014-11-17,80
2014-11-18,128
2014-11-19,96
2014-11-20,91
2014-11-21,37
2014-11-22,136
2014-11-23,173
2014-11-24,88
2014-11-25,89
2014-11-26,88
2014-11-27,0
2014-11-28,64
2014-11-29,151
2014-11-30,122
2014-12-01,86
2014-12-02,103
2014-12-03,91
2014-12-04,78
2014-12-05,49
2014-12-06,103
2014-12-07,127
2014-12-08,97
2014-12-09,83
2014-12-10,118
2014-12-11,95
2014-12-12,55
2014-12-13,112
2014-12-14,102
2014-12-15,97
2014-12-16,79
2014-12-17,86
2014-12-18,86
2014-12-19,68
2014-12-20,106
2014-12-21,111
2014-12-22,101
2014-12-23,88
2014-12-24,62
2014-12-25,0
2014-12-26,63
2014-12-27,142
2014-12-28,131
2014-12-29,88
2014-12-30,124
2014-12-31,59
2015-01-01,0
2015-01-02,73
2015-01-03,157
2015-01-04,150
2015-01-05,106
2015-01-06,111
2015-01-07,96
2015-01-08,101
2015-01-09,62
2015-01-10,136
2015-01-11,159
2015-01-12,114
2015-01-13,78
2015-01-14,92
2015-01-15,102
2015-01-16,59
2015-01-17,133
2015-01-18,164
2015-01-19,106
2015-01-20,108
2015-01-21,88
2015-01-22,76
2015-01-23,53
2015-01-24,149
2015-01-25,207
2015-01-26,109
2015-01-27,103
2015-01-28,119
2015-01-29,88
2015-01-30,51
2015-01-31,164
2015-02-01,161
2015-02-02,103
2015-02-03,107
2015-02-04,124
2015-02-05,99
2015-02-06,50
2015-02-07,239
2015-02-08,302
2015-02-09,110
2015-02-10,94
2015-02-11,149
2015-02-12,104
2015-02-13,38
2015-02-14,125
2015-02-15,239
2015-02-16,173
2015-02-17,155
2015-02-18,133
2015-02-19,128
2015-02-20,41
2015-02-21,202
2015-02-22,187
2015-02-23,83
2015-02-24,95
2015-02-25,114
2015-02-26,114
2015-02-27,14
2015-02-28,0
2015-03-01,182
2015-03-02,112
2015-03-03,113
2015-03-04,137
2015-03-05,129
2015-03-06,54
2015-03-07,266
2015-03-08,277
2015-03-09,134
2015-03-10,142
2015-03-11,123
2015-03-12,139
2015-03-13,61
2015-03-14,258
2015-03-15,321
2015-03-16,157
2015-03-17,115
2015-03-18,160
2015-03-19,145
2015-03-20,58
2015-03-21,274
2015-03-22,310
2015-03-23,168
2015-03-24,158
2015-03-25,185
2015-03-26,161
2015-03-27,51
2015-03-28,293
2015-03-29,446
2015-03-30,262
2015-03-31,249
2015-04-01,240
2015-04-02,231
2015-04-03,66
2015-04-04,216
2015-04-05,0
2015-04-06,144
2015-04-07,118
2015-04-08,144
2015-04-09,124
2015-04-10,46
2015-04-11,266
2015-04-12,215
2015-04-13,140
2015-04-14,118
2015-04-15,93
2015-04-16,89
2015-04-17,47
2015-04-18,133
2015-04-19,212
2015-04-20,111
2015-04-21,116
2015-04-22,135
2015-04-23,115
2015-04-24,49
2015-04-25,140
2015-04-26,160
2015-04-27,126
2015-04-28,99
2015-04-29,152
2015-04-30,106
2015-05-01,56
2015-05-02,192
2015-05-03,287
2015-05-04,69
2015-05-05,103
2015-05-06,146
2015-05-07,133
2015-05-08,60
2015-05-09,127
2015-05-10,161
2015-05-11,147
2015-05-12,124
2015-05-13,141
2015-05-14,134
2015-05-15,63
2015-05-16,146
2015-05-17,197
2015-05-18,103
2015-05-19,142
2015-05-20,178
2015-05-21,81
2015-05-22,68
2015-05-23,670
2015-05-24,313
2015-05-25,615
2015-05-26,767
2015-05-27,990
2015-05-28,1220
2015-05-29,1031
2015-05-30,1093
2015-05-31,764
2015-06-01,1733
2015-06-02,1929
2015-06-03,1729
2015-06-04,1667
2015-06-05,1095
2015-06-06,1044
2015-06-07,631
2015-06-08,1619
2015-06-09,1327
2015-06-10,1312
2015-06-11,1506
2015-06-12,1131
2015-06-13,705
2015-06-14,819
2015-06-15,1191
2015-06-16,1320
2015-06-17,1569
2015-06-18,1559
2015-06-19,1386
2015-06-20,1484
2015-06-21,801
2015-06-22,1610
2015-06-23,1553
2015-06-24,1458
2015-06-25,1497
2015-06-26,875
2015-06-27,1286
2015-06-28,832
2015-06-29,1253
2015-06-30,1234
2015-07-01,1223
2015-07-02,1034
2015-07-03,1137
2015-07-04,607
2015-07-05,623
2015-07-06,1125
2015-07-07,758
2015-07-08,907
2015-07-09,439
2015-07-10,657
2015-07-11,807
2015-07-12,589
2015-07-13,933
2015-07-14,984
2015-07-15,1069
2015-07-16,993
2015-07-17,548
2015-07-18,766
2015-07-19,645
2015-07-20,894
2015-07-21,944
2015-07-22,1131
2015-07-23,1060
2015-07-24,1086
2015-07-25,937
2015-07-26,674
2015-07-27,900
2015-07-28,1000
2015-07-29,544
2015-07-30,539
2015-07-31,583
2015-08-01,745
2015-08-02,500
2015-08-03,817
2015-08-04,934
2015-08-05,916
2015-08-06,930
2015-08-07,568
2015-08-08,570
2015-08-09,486
2015-08-10,112
2015-08-11,279
2015-08-12,296
2015-08-13,182
2015-08-14,63
2015-08-15,486
2015-08-16,513
2015-08-17,155
2015-08-18,179
2015-08-19,163
2015-08-20,135
2015-08-21,60
2015-08-22,357
2015-08-23,345
2015-08-24,162
2015-08-25,127
2015-08-26,70
2015-08-27,159
2015-08-28,47
2015-08-29,304
2015-08-30,396
2015-08-31,33
2015-09-01,88
2015-09-02,94
2015-09-03,104
2015-09-04,39
2015-09-05,226
2015-09-06,271
2015-09-07,155
2015-09-08,132
2015-09-09,146
2015-09-10,133
2015-09-11,52
2015-09-12,237
2015-09-13,253
2015-09-14,136
2015-09-15,120
2015-09-16,98
2015-09-17,134
2015-09-18,51
2015-09-19,149
2015-09-20,218
2015-09-21,114
2015-09-22,94
2015-09-23,134
2015-09-24,115
2015-09-25,66
2015-09-26,169
2015-09-27,203
2015-09-28,164
2015-09-29,148
2015-09-30,158
2015-10-01,120
2015-10-02,74
2015-10-03,126
2015-10-04,141
2015-10-05,134
2015-10-06,96
2015-10-07,161
2015-10-08,141
2015-10-09,58
2015-10-10,120
2015-10-11,130
2015-10-12,115
2015-10-13,111
2015-10-14,114
2015-10-15,131
2015-10-16,63
2015-10-17,158
2015-10-18,149
2015-10-19,123
2015-10-20,77
2015-10-21,67
2015-10-22,106
2015-10-23,65
2015-10-24,104
2015-10-25,127
2015-10-26,102
2015-10-27,95
2015-10-28,89
2015-10-29,63
2015-10-30,55
2015-10-31,66
2015-11-01,165
2015-11-02,98
2015-11-03,104
2015-11-04,88
2015-11-05,96
2015-11-06,67
2015-11-07,93
2015-11-08,120
2015-11-09,96
2015-11-10,125
2015-11-11,102
2015-11-12,110
2015-11-13,54
2015-11-14,102
2015-11-15,156
2015-11-16,71
2015-11-17,79
2015-11-18,104
2015-11-19,103
2015-11-20,56
2015-11-21,133
2015-11-22,122
2015-11-23,126
2015-11-24,91
2015-11-25,104
2015-11-26,0
2015-11-27,60
2015-11-28,146
2015-11-29,106
2015-11-30,85
2015-12-01,83
2015-12-02,77
2015-12-03,88
2015-12-04,55
2015-12-05,100
2015-12-06,176
2015-12-07,106
2015-12-08,82
2015-12-09,89
2015-12-10,102
2015-12-11,45
2015-12-12,98
2015-12-13,83
2015-12-14,64
2015-12-15,86
2015-12-16,90
2015-12-17,100
2015-12-18,65
2015-12-19,91
2015-12-20,108
2015-12-21,101
2015-12-22,118
2015-12-23,104
2015-12-24,70
2015-12-25,0
2015-12-26,92
2015-12-27,15
2015-12-28,94
2015-12-29,154
2015-12-30,107
2015-12-31,81
2016-01-01,0
2016-01-02,137
2016-01-03,169
2016-01-04,116
2016-01-05,94
2016-01-06,110
2016-01-07,119
2016-01-08,43
2016-01-09,167
2016-01-10,143
2016-01-11,118
2016-01-12,91
2016-01-13,111
2016-01-14,115
2016-01-15,50
2016-01-16,142
2016-01-17,189
2016-01-18,103
2016-01-19,102
2016-01-20,87
2016-01-21,89
2016-01-22,46
2016-01-23,159
2016-01-24,206
2016-01-25,96
2016-01-26,114
2016-01-27,116
2016-01-28,118
2016-01-29,49
2016-01-30,151
2016-01-31,210
2016-02-01,93
2016-02-02,102
2016-02-03,92
2016-02-04,107
2016-02-05,39
2016-02-06,165
2016-02-07,115
2016-02-08,94
2016-02-09,117
2016-02-10,104
2016-02-11,114
2016-02-12,45
2016-02-13,131
2016-02-14,164
2016-02-15,149
2016-02-16,104
2016-02-17,118
2016-02-18,115
2016-02-19,46
2016-02-20,190
2016-02-21,317
2016-02-22,100
2016-02-23,100
2016-02-24,79
2016-02-25,137
2016-02-26,51
2016-02-27,242
2016-02-28,211
2016-02-29,90
2016-03-01,144
2016-03-02,107
2016-03-03,114
2016-03-04,59
2016-03-05,211
2016-03-06,265
2016-03-07,130
2016-03-08,132
2016-03-09,137
2016-03-10,116
2016-03-11,49
2016-03-12,164
2016-03-13,205
2016-03-14,155
2016-03-15,146
2016-03-16,129
2016-03-17,89
2016-03-18,59
2016-03-19,212
2016-03-20,188
2016-03-21,140
2016-03-22,98
2016-03-23,92
2016-03-24,95
2016-03-25,36
2016-03-26,119
2016-03-27,0
2016-03-28,228
2016-03-29,204
2016-03-30,222
2016-03-31,221
2016-04-01,49
2016-04-02,250
2016-04-03,303
2016-04-04,145
2016-04-05,186
2016-04-06,194
2016-04-07,118
2016-04-08,58
2016-04-09,145
2016-04-10,232
2016-04-11,144
2016-04-12,143
2016-04-13,134
2016-04-14,162
2016-04-15,28
2016-04-16,150
2016-04-17,205
2016-04-18,112
2016-04-19,121
2016-04-20,136
2016-04-21,141
2016-04-22,49
2016-04-23,191
2016-04-24,366
2016-04-25,138
2016-04-26,127
2016-04-27,125
2016-04-28,146
2016-04-29,48
2016-04-30,171
2016-05-01,186
2016-05-02,97
2016-05-03,187
2016-05-04,169
2016-05-05,212
2016-05-06,69
2016-05-07,237
2016-05-08,188
2016-05-09,152
2016-05-10,193
2016-05-11,211
2016-05-12,195
2016-05-13,39
2016-05-14,370
2016-05-15,526
2016-05-16,274
2016-05-17,148
2016-05-18,148
2016-05-19,203
2016-05-20,49
2016-05-21,488
2016-05-22,570
2016-05-23,293
2016-05-24,281
2016-05-25,400
2016-05-26,437
2016-05-27,65
2016-05-28,941
2016-05-29,666
2016-05-30,1788
2016-05-31,882
2016-06-01,718
2016-06-02,1324
2016-06-03,1343
2016-06-04,1274
2016-06-05,859
2016-06-06,1471
2016-06-07,1630
2016-06-08,1628
2016-06-09,1607
2016-06-10,1399
2016-06-11,1537
2016-06-12,838
2016-06-13,1174
2016-06-14,1754
2016-06-15,1391
2016-06-16,1357
2016-06-17,1136
2016-06-18,1352
2016-06-19,703
2016-06-20,1580
2016-06-21,1707
2016-06-22,1392
2016-06-23,1474
2016-06-24,1172
2016-06-25,1185
2016-06-26,615
2016-06-27,1184
2016-06-28,1317
2016-06-29,1260
2016-06-30,889
2016-07-01,643
2016-07-02,749
2016-07-03,693
2016-07-04,888
2016-07-05,961
2016-07-06,1449
2016-07-07,1325
2016-07-08,1128
2016-07-09,1290
2016-07-10,844
2016-07-11,1247
2016-07-12,1219
2016-07-13,1160
2016-07-14,1322
2016-07-15,953
2016-07-16,1271
2016-07-17,770
2016-07-18,858
2016-07-19,1094
2016-07-20,1140
2016-07-21,1291
2016-07-22,1047
2016-07-23,1250
2016-07-24,827
2016-07-25,1008
2016-07-26,1003
2016-07-27,1136
2016-07-28,1217
2016-07-29,742
2016-07-30,1054
2016-07-31,629
2016-08-01,983
2016-08-02,789
2016-08-03,976
2016-08-04,879
2016-08-05,514
2016-08-06,695
2016-08-07,516
2016-08-08,249
2016-08-09,340
2016-08-10,282
2016-08-11,190
2016-08-12,105
2016-08-13,514
2016-08-14,636
2016-08-15,206
2016-08-16,151
2016-08-17,184
2016-08-18,168
2016-08-19,83
2016-08-20,380
2016-08-21,420
2016-08-22,83
2016-08-23,165
2016-08-24,145
2016-08-25,198
2016-08-26,64
2016-08-27,322
2016-08-28,427
2016-08-29,147
2016-08-30,141
2016-08-31,121
2016-09-01,168
2016-09-02,59
2016-09-03,261
2016-09-04,293
2016-09-05,153
2016-09-06,108
2016-09-07,86
2016-09-08,97
2016-09-09,54
2016-09-10,164
2016-09-11,265
2016-09-12,64
2016-09-13,106
2016-09-14,115
2016-09-15,95
2016-09-16,60
2016-09-17,167
2016-09-18,200
2016-09-19,97
2016-09-20,106
2016-09-21,107
2016-09-22,78
2016-09-23,62
2016-09-24,109
2016-09-25,203
2016-09-26,102
2016-09-27,109
2016-09-28,118
2016-09-29,111
2016-09-30,50
2016-10-01,133
2016-10-02,185
2016-10-03,116
2016-10-04,103
2016-10-05,113
2016-10-06,95
2016-10-07,43
2016-10-08,64
2016-10-09,111
2016-10-10,104
2016-10-11,93
2016-10-12,105
2016-10-13,84
2016-10-14,48
2016-10-15,142
2016-10-16,168
2016-10-17,91
2016-10-18,110
2016-10-19,96
2016-10-20,90
2016-10-21,62
2016-10-22,123
2016-10-23,154
2016-10-24,77
2016-10-25,64
2016-10-26,78
2016-10-27,93
2016-10-28,52
2016-10-29,127
2016-10-30,133
2016-10-31,59
2016-11-01,90
2016-11-02,104
2016-11-03,124
2016-11-04,45
2016-11-05,139
2016-11-06,134
2016-11-07,105
2016-11-08,114
2016-11-09,92
2016-11-10,81
2016-11-11,72
2016-11-12,136
2016-11-13,122
2016-11-14,75
2016-11-15,77
2016-11-16,104
2016-11-17,93
2016-11-18,49
2016-11-19,134
2016-11-20,132
2016-11-21,56
2016-11-22,104
2016-11-23,100
2016-11-24,0
2016-11-25,49
2016-11-26,111
2016-11-27,117
2016-11-28,63
2016-11-29,90
2016-11-30,77
2016-12-01,74
2016-12-02,50
2016-12-03,108
2016-12-04,93
2016-12-05,67
2016-12-06,90
2016-12-07,76
2016-12-08,92
2016-12-09,45
2016-12-10,121
2016-12-11,90
2016-12-12,69
2016-12-13,81
2016-12-14,87
2016-12-15,84
2016-12-16,48
2016-12-17,106
2016-12-18,133
2016-12-19,84
2016-12-20,117
2016-12-21,75
2016-12-22,85
2016-12-23,99
2016-12-24,0
2016-12-25,0
2016-12-26,89
2016-12-27,117
2016-12-28,144
2016-12-29,150
2016-12-30,62
2016-12-31,0
